Year,Provider No,Provider Name,Program No,Program Name,County,Current Community District,Street Address,City,Zip Code,Program Type,Service Type,Current Status,Average Daily Enrollment
2015,47570,START Treatment & Recovery Centers,52059,REACH Program OP,New York,110,119‐121 W 124th St,New York,10027,Outpatient,Outpatient Clinic,Operational,36
2019,47570,START Treatment & Recovery Centers,52059,REACH Program OP,New York,110,119‐121 W 124th St,New York,10027,Outpatient,Outpatient Clinic,Operational,55
2015,47720,New York Counseling for Change,52588,New York Counseling for Change OP,Queens,403,37‐20 74th St,Jackson Heights,11372,Outpatient,Outpatient Clinic,Closed,72
2019,48040,"Hands On Health Associates, LLC",52619,"Hands On Health Associates, LLC OP",Kings,305,249 Pennsylvania Ave,Brooklyn,11207,Outpatient,Outpatient Clinic,Operational,163
2015,48060,"Housing Plus Solutions, Inc",52626,"Housing Plus Solutions, Inc SL",Kings,305,755 Liberty Avenue,Brooklyn,11208,Residential,Supportive Living,Closed,6
2015,48140,Brightpoint Health,52765,Brightpoint Health OP,Kings,305,2400 Linden Blvd,Brooklyn,11208,Outpatient,Outpatient Clinic,Closed,68
2015,48370,"Reborn for New Life, LLC",52748,"Reborn for New Life, LLC OP",Kings,305,400 Liberty Ave,Brooklyn,11207,Outpatient,Outpatient Clinic,Closed,52
2019,48370,"Reborn for New Life, LLC",52748,"Reborn for New Life, LLC OP",Kings,305,400 Liberty Ave,Brooklyn,11207,Outpatient,Outpatient Clinic,Closed,289
2015,48400,"One World Counseling, LLC",52690,"One World Counseling, LLC OP",Kings,315,1670 E 17th St,Brooklyn,11229,Outpatient,Outpatient Clinic,Closed,68
2019,48400,"One World Counseling, LLC",52690,"One World Counseling, LLC OP",Kings,315,1670 E 17th St,Brooklyn,11229,Outpatient,Outpatient Clinic,Closed,69
2019,48730,"MIH Experience, LTD.",52945,MIH Experience OP,New York,112,4580 Broadway,New York,10040,Outpatient,Outpatient Clinic,Operational,52
2015,48850,Care Counseling Center LLC,52795,Care Counseling Center LLC OP,New York,110,214‐216 W 116th St,New York,10026,Outpatient,Outpatient Clinic,Operational,72
2019,48850,Care Counseling Center LLC,52795,Care Counseling Center LLC OP,New York,110,214‐216 W 116th St,New York,10026,Outpatient,Outpatient Clinic,Operational,208
2015,48900,Alliance for Positive Change,52799,CASA Washington Heights OP,New York,112,2036 Amsterdam Ave,New York,10032,Outpatient,Outpatient Clinic,Operational,10
2019,48900,Alliance for Positive Change,52799,CASA Washington Heights OP,New York,112,2036 Amsterdam Ave,New York,10032,Outpatient,Outpatient Clinic,Operational,28
2019,48960,Housing Works Community Healthcare,52958,Housing Works Community Healthcare OP,Kings,305,2640 Pitkin Ave,Brooklyn,11208,Outpatient,Outpatient Clinic,Operational,110
2019,49050,"Exodus Transitional Community, Inc.",52922,"Exodus Transitional Community, Inc. OP",New York,111,2271 3rd Ave,New York,10035,Outpatient,Outpatient Clinic,Operational,68
2015,49060,"LSA Recovery, Inc.",52880,"LSA Recovery, Inc. OP",Kings,315,1664 E 14th St,Brooklyn,11229,Outpatient,Outpatient Clinic,Closed,54
2019,49060,"LSA Recovery, Inc.",52880,"LSA Recovery, Inc. OP",Kings,315,1664 E 14th St,Brooklyn,11229,Outpatient,Outpatient Clinic,Closed,151
2015,49130,"RevCore Recovery Ctr / Manhattan, LLC",52928,RevCore Recovery Ctr / Manhattan OP,New York,102,181 Canal St,New York,10013,Outpatient,Outpatient Clinic,Operational,210
2019,49130,"RevCore Recovery Ctr / Manhattan, LLC",52928,RevCore Recovery Ctr / Manhattan OP,New York,102,181 Canal St,New York,10013,Outpatient,Outpatient Clinic,Operational,357
2015,49130,"RevCore Recovery Ctr / Manhattan, LLC",52929,RevCore Recovery Ctr / Manhattan OP 1,Queens,403,37‐20 74th St,Jackson Heights,11372,Outpatient,Outpatient Clinic,Operational,47
2019,49130,"RevCore Recovery Ctr / Manhattan, LLC",52929,RevCore Recovery Ctr / Manhattan OP 1,Queens,403,37‐20 74th St,Jackson Heights,11372,Outpatient,Outpatient Clinic,Operational,60
2019,49240,"MIH Victory, Inc.",52940,"MIH Victory, Inc. OP",New York,112,560 W 180th St,New York,10033,Outpatient,Outpatient Clinic,Closed,1
2019,49320,Journeys,52957,Journeys OP,Kings,312,1049 38th St,Brooklyn,11219,Outpatient,Outpatient Clinic,Operational,54
2019,49600,"Genesis Detox of Brooklyn, LLC",53059,"Genesis Detox of Brooklyn, LLC MSW IP",Kings,307,449 39th St,Brooklyn,11232,Crisis,Med Sup Withdrawal ‐ Inpatient,Operational,13
2019,49820,South Richmond Hill Recovery,53167,South Richmond Hill Recovery OP,Queens,410,88‐08 Liberty Ave,Ozone Park,11417,Outpatient,Outpatient Clinic,Operational,110
2019,49900,Ascendant New York,53204,Ascendant New York MSW‐IP,New York,108,113 E 60th St,New York,10022,Crisis,Med Sup Withdrawal ‐ Inpatient,Operational,4
"",49900,Ascendant New York,53264,Ascendant New York OP,New York,108,113 E 60th St,New York,,Outpatient,Outpatient Clinic,Operational,
"",49900,Ascendant New York,53520,Ascendant NY IP,New York,108,113 E 60th St,New York,,Inpatient Treatment,Inpatient Rehabilitation,Operational,
2019,49950,"HealthCare Choices NY, Inc.",53210,"HealthCare Choices NY, Inc. OP",Kings,311,6209 16th Ave,Brooklyn,11204,Outpatient,Outpatient Clinic,Operational,7
2019,50200,"Elev8 Center New York, LLC",53268,"Elev8 Center New York, LLC IP",New York,110,151 W 136th St,New York,10030,Inpatient Treatment,Inpatient Rehabilitation,Operational,43
2019,50200,"Elev8 Center New York, LLC",53270,"Elev8 Center New York, LLC MSW IP",New York,110,151 W 136th St,New York,10030,Crisis,Med Sup Withdrawal ‐ Inpatient,Operational,21
2010,50340,"Hunts Point Multi Service Center, Inc.",334,Hunt's Point Multi‐Srv Ctr‐MMTP Clinic,Bronx,201,785 Westchester Avenue,Bronx,10455,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,484
2010,50340,"Hunts Point Multi Service Center, Inc.",50016,Hunts Pt Multi‐Servs Ctr‐ CD OP,Bronx,201,630 Jackson Avenue,Bronx,10455,Outpatient,Outpatient Clinic,Closed,95
2010,50340,"Hunts Point Multi Service Center, Inc.",51144,Francisco Cotto Crisis Center,Bronx,201,409‐411 East 154th Street,Bronx,10455,Crisis,Medically Monitored Withdrawal,Closed,13
2010,50340,"Hunts Point Multi Service Center, Inc.",51145,Hunts Point Srvs Ctr‐CD Comm Resid Srv,Bronx,201,409‐411 East 154th Street,Bronx,10455,Residential,Community Residential,Closed,9
2010,50370,"Hamilton‐Madison House, Inc.",50049,Asian American Recovery Svcs OP,New York,103,253 South St,New York,10002,Outpatient,Outpatient Clinic,Operational,76
2015,50370,"Hamilton‐Madison House, Inc.",50049,Asian American Recovery Svcs OP,New York,103,253 South St,New York,10002,Outpatient,Outpatient Clinic,Operational,47
2019,50370,"Hamilton‐Madison House, Inc.",50049,Asian American Recovery Svcs OP,New York,103,253 South St,New York,10002,Outpatient,Outpatient Clinic,Operational,53
2010,50470,"Project Renewal, Inc.",50052,Project Renewal Chemical Dependence OP,New York,103,8 E 3rd St,New York,10003,Outpatient,Outpatient Clinic,Operational,50
2015,50470,"Project Renewal, Inc.",50052,Project Renewal Chemical Dependence OP,New York,103,8 E 3rd St,New York,10003,Outpatient,Outpatient Clinic,Operational,57
2019,50470,"Project Renewal, Inc.",50052,Project Renewal Chemical Dependence OP,New York,103,8 E 3rd St,New York,10003,Outpatient,Outpatient Clinic,Operational,88
2010,50470,"Project Renewal, Inc.",51112,Project Renewal MMW,New York,103,8 E 3rd St,New York,10003,Crisis,Medically Monitored Withdrawal,Operational,27
2015,50470,"Project Renewal, Inc.",51112,Project Renewal MMW,New York,103,8 E 3rd St,New York,10003,Crisis,Medically Monitored Withdrawal,Operational,26
2019,50470,"Project Renewal, Inc.",51112,Project Renewal MMW,New York,103,8 E 3rd St,New York,10003,Crisis,Medically Monitored Withdrawal,Operational,27
2010,50470,"Project Renewal, Inc.",52081,Project Renewal MSW‐OP,New York,103,8 E 3rd St,New York,10003,Crisis,Med Sup Withdrawal‐Outpatient,Operational,28
2015,50470,"Project Renewal, Inc.",52081,Project Renewal MSW‐OP,New York,103,8 E 3rd St,New York,10003,Crisis,Med Sup Withdrawal‐Outpatient,Operational,24
2019,50470,"Project Renewal, Inc.",52081,Project Renewal MSW‐OP,New York,103,8 E 3rd St,New York,10003,Crisis,Med Sup Withdrawal‐Outpatient,Operational,25
"",50470,"Project Renewal, Inc.",53475,Project Renewal Support/Connection DC,New York,111,179 E 116 St,New York,,Outpatient,Diversion Center,Operational,
2010,50490,"Bowery Residents' Committee, Inc.",50012,"Bowery Residents' Committee, Inc. OP",New York,104,127 W 25th St,New York,10001,Outpatient,Outpatient Clinic,Operational,127
2015,50490,"Bowery Residents' Committee, Inc.",50012,"Bowery Residents' Committee, Inc. OP",New York,104,127 W 25th St,New York,10001,Outpatient,Outpatient Clinic,Operational,161
2019,50490,"Bowery Residents' Committee, Inc.",50012,"Bowery Residents' Committee, Inc. OP",New York,104,127 W 25th St,New York,10001,Outpatient,Outpatient Clinic,Operational,148
2010,50490,"Bowery Residents' Committee, Inc.",50014,Bowery Residents Comm‐Med. Monit. With,New York,104,127 W 25th St,New York,10001,Crisis,Medically Monitored Withdrawal,Closed,26
2015,50490,"Bowery Residents' Committee, Inc.",52756,"Bowery Residents Committee, Inc. MMW",New York,104,127 W 25th St,New York,10001,Crisis,Medically Monitored Withdrawal,Closed,21
2015,50490,"Bowery Residents' Committee, Inc.",52757,Bowery Residents' Committee Inc MSW‐IP,New York,104,127 W 25th St,New York,10001,Crisis,Med Sup Withdrawal ‐ Inpatient,Closed,7
2019,50490,"Bowery Residents' Committee, Inc.",52757,Bowery Residents' Committee Inc MSW‐IP,New York,104,127 W 25th St,New York,10001,Crisis,Med Sup Withdrawal ‐ Inpatient,Closed,8
2019,50490,"Bowery Residents' Committee, Inc.",53160,Bowery Residents' Committee SRh,New York,104,127 W 25th St,New York,10001,Residential,820 Stabil and Rehab,Operational,18
2010,50500,"South Bronx Mental Health Council, Inc",50288,South Bronx M.H. Council,Bronx,202,1241 Lafayette Avenue,Bronx,10474,Outpatient,Outpatient Rehabilitation,Closed,57
2010,50500,"South Bronx Mental Health Council, Inc",52236,"South Bronx Mental Council, Inc.",Bronx,202,1241 Lafayette Avenue,Bronx,10474,Outpatient,Outpatient Clinic,Closed,35
"",50550,Shiloh Psychological Consulting PLLC,53293,Shiloh Psychological Consulting OP,New York,105,566 7th Ave,New York,,Outpatient,Outpatient Clinic,Operational,
2019,50560,Urban Recovery House LLC,53294,Urban Recovery House LLC IP,Kings,306,411 Van Brunt St,Brooklyn,11231,Inpatient Treatment,Inpatient Rehabilitation,Operational,5
2019,50560,Urban Recovery House LLC,53295,Urban Recovery House LLC MSW‐IP,Kings,306,411 Van Brunt St,Brooklyn,11231,Crisis,Med Sup Withdrawal ‐ Inpatient,Operational,1
2019,50570,"Phoenix Houses of Long Island, Inc.",53073,Phoenix Houses of Long Island SRR,Queens,401,34‐25 Vernon Blvd,Long Island City,11106,Residential,820 Stabil Rehab Reintegration,Operational,136
2019,50570,"Phoenix Houses of Long Island, Inc.",53318,Parkside Outpatient Program,Queens,401,34‐11 Vernon Blvd,Long Island City,11106,Outpatient,Outpatient Clinic,Operational,27
2010,50730,"Greenwich House, Inc.",18,Greenwich House East OTP,New York,102,190 Mercer St,New York,10012,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,708
2015,50730,"Greenwich House, Inc.",18,Greenwich House East OTP,New York,102,190 Mercer St,New York,10012,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,571
2019,50730,"Greenwich House, Inc.",18,Greenwich House East OTP,New York,102,190 Mercer St,New York,10012,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,720
2010,50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,New York,105,122 W 27th St,New York,10001,Outpatient,Outpatient Clinic,Operational,226
2015,50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,New York,105,122 W 27th St,New York,10001,Outpatient,Outpatient Clinic,Operational,112
2019,50730,"Greenwich House, Inc.",586,Greenwich House Counseling Center OP,New York,105,122 W 27th St,New York,10001,Outpatient,Outpatient Clinic,Operational,92
"",50840,"Wholeview Wellness, LLC",53321,"Wholeview Wellness, LLC OP",New York,106,369 Lexington Ave,New York,,Outpatient,Outpatient Clinic,Operational,
"",51310,Rego Park Counseling LLC,53489,Rego Park Counseling LLC OP,Queens,406,63‐36 99th St,Rego Park,,Outpatient,Outpatient Clinic,Operational,
2010,70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,New York,109,1727 Amsterdam Ave,New York,10031,Outpatient,Outpatient Clinic,Operational,93
2015,70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,New York,109,1727 Amsterdam Ave,New York,10031,Outpatient,Outpatient Clinic,Operational,78
2019,70490,Upper Manhattan Mental Health Center,50962,Alcoholism & Sub. Abuse Treatment OP,New York,109,1727 Amsterdam Ave,New York,10031,Outpatient,Outpatient Clinic,Operational,108
2010,70490,Upper Manhattan Mental Health Center,51809,Upper Manhattan MH Center CR,New York,111,2009 3rd Ave,New York,10029,Residential,Community Residential,Operational,18
2015,70490,Upper Manhattan Mental Health Center,51809,Upper Manhattan MH Center CR,New York,111,2009 3rd Ave,New York,10029,Residential,Community Residential,Operational,18
2019,70490,Upper Manhattan Mental Health Center,51809,Upper Manhattan MH Center CR,New York,111,2009 3rd Ave,New York,10029,Residential,Community Residential,Operational,19
2010,70590,"The Educational Alliance, Inc.",53,"Educational Alliance, Inc. IR",New York,103,371 E 10th St,New York,10009,Residential,Intensive Residential,Closed,55
2015,70590,"The Educational Alliance, Inc.",53,"Educational Alliance, Inc. IR",New York,103,371 E 10th St,New York,10009,Residential,Intensive Residential,Closed,54
2010,70590,"The Educational Alliance, Inc.",55,Project Contact OP,New York,103,25‐29 Avenue D,New York,10009,Outpatient,Outpatient Clinic,Operational,227
2015,70590,"The Educational Alliance, Inc.",55,Project Contact OP,New York,103,25‐29 Avenue D,New York,10009,Outpatient,Outpatient Clinic,Operational,91
2019,70590,"The Educational Alliance, Inc.",55,Project Contact OP,New York,103,25‐29 Avenue D,New York,10009,Outpatient,Outpatient Clinic,Operational,77
2010,70590,"The Educational Alliance, Inc.",6884,Pride Site II IR,New York,103,25‐29 Avenue D,New York,10009,Residential,Intensive Residential,Closed,92
2015,70590,"The Educational Alliance, Inc.",6884,Pride Site II IR,New York,103,25‐29 Avenue D,New York,10009,Residential,Intensive Residential,Closed,86
2019,70590,"The Educational Alliance, Inc.",53069,Pride Site SRR,New York,103,25‐29 Avenue D,New York,10009,Residential,820 Stabil Rehab Reintegration,Operational,94
2010,70770,Staten Island Mental Health Society,51008,Staten Island Mental Health Society OP,Richmond,501,444 Saint Marks Pl,Staten Island,10301,Outpatient,Outpatient Clinic,Closed,71
2015,70770,Staten Island Mental Health Society,51008,Staten Island Mental Health Society OP,Richmond,501,444 Saint Marks Pl,Staten Island,10301,Outpatient,Outpatient Clinic,Closed,57
2010,81050,"St. Joseph's Hospital, Yonkers",52562,"St. Joseph's Hospital, Yonkers",Kings,308,635‐639 Classon Avenue,Brooklyn,11238,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,338
2010,81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Kings,316,211‐221 Powell St,Brooklyn,11212,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,489
2015,81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Kings,316,211‐221 Powell St,Brooklyn,11212,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,408
2019,81050,"St. Joseph's Hospital, Yonkers",52566,"St. Joseph's Hospital, Yonkers OTP 1",Kings,316,211‐221 Powell St,Brooklyn,11212,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,374
2010,81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Kings,308,1480 Prospect Pl,Brooklyn,11213,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,359
2015,81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Kings,308,1480 Prospect Pl,Brooklyn,11213,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,311
2019,81050,"St. Joseph's Hospital, Yonkers",52567,"St. Joseph's Hospital, Yonkers OTP 2",Kings,308,1480 Prospect Pl,Brooklyn,11213,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,269
2010,81050,"St. Joseph's Hospital, Yonkers",52568,"St. Joseph's Hospital, Yonkers",Queens,412,147‐20 Archer Avenue,Jamaica,11435,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,370
2010,81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Queens,412,175‐20 Hillside Ave,Jamaica,11432,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,487
2015,81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Queens,412,175‐20 Hillside Ave,Jamaica,11432,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,760
2019,81050,"St. Joseph's Hospital, Yonkers",52569,Queens Opioid Treatment Clinic OTP,Queens,412,175‐20 Hillside Ave,Jamaica,11432,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,803
2010,81050,"St. Joseph's Hospital, Yonkers",52570,Alabama Clinic OTP,Kings,305,480 Alabama Ave,Brooklyn,11207,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,453
2015,81050,"St. Joseph's Hospital, Yonkers",52570,Alabama Clinic OTP,Kings,305,480 Alabama Ave,Brooklyn,11207,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,627
2019,81050,"St. Joseph's Hospital, Yonkers",52570,Alabama Clinic OTP,Kings,305,480 Alabama Ave,Brooklyn,11207,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,618
